text,cmp_code,eu_code,party
"People must have an accountable local leader delivering on their crime and justice priorities, who they can vote out.",202.1,,Conservatives
"We will expand electronic tagging for criminals serving time outside jail,",605.1,,Conservatives
including the use of sobriety tags for those whose offending is fuelled by alcohol.,605.1,,Conservatives
"We will toughen community sentences, for example by tightening curfews and making those convicted do more hours of community payback to clean up our parks and streets.",605.1,,Conservatives
We will embrace new technologies and crack down on online crimes.,605.1,,Conservatives
"We will create a new national cyber crime force and empower the police to safely use new technologies like biometrics and artificial intelligence, along with the use of DNA, within a strict legal framework.",605.1,,Conservatives
We will also create a world-class National Crime Laboratory.,605.1,,Conservatives
We will counter the growing threat of serious and organised crime.,605.1,,Conservatives
"We will strengthen the National Crime Agency so it can tackle the threats we face, from fraud, county lines gangs and child sexual abuse to illicit finance, modern slavery and people-trafficking.",605.1,,Conservatives
"We will add 10,000 more prison places,",605.1,,Conservatives
with £2.75 billion already committed to refurbishing and creating modern prisons.,411,,Conservatives
We will maintain the ban on prisoners voting from jail.,605.1,,Conservatives
"We will conduct a root-and-branch review of the parole system to improve accountability and public safety,",605.1,,Conservatives
"giving victims the right to attend hearings for the first time,",503,,Conservatives
and we will establish a Royal Commission on the criminal justice process.,605.1,,Conservatives
We will combat extremism and do all we can to ensure that extremists never receive public money.,605.1,,Conservatives
We will keep our country safe from terrorism.,605.1,,Conservatives
We will invest in the police and security services and give them the powers they need to combat new threats.,605.1,,Conservatives
"In the wake of the terrible events in Manchester in 2017, we will improve the safety and security of public venues.",605.1,,Conservatives
We will tackle unauthorised traveller camps.,605.1,,Conservatives
"We will give the police new powers to arrest and seize the property and vehicles of trespassers who set up unauthorised encampments, in order to protect our communities.",605.1,,Conservatives
"We will make intentional trespass a criminal offence,",605.1,,Conservatives
and we will also give councils greater powers within the planning system.,301,,Conservatives
"In order to successfully keep our streets safe, we need to turn people away from crime and end the cycle of reoffending:",605.1,,Conservatives
"Young people are less likely to get into trouble in a well-disciplined school, which is why we will back teachers to enforce discipline.",603,,Conservatives
